1,2
2,3
2,4
2,5
2,6
2,7
3,8
3,9
3,10
3,11
4,45
4,46
4,47
5,10
5,76
5,77
5,78
5,79
6,9
6,11
6,72
7,45
7,46
7,47
9,26
9,41
9,57
9,66
9,69
9,70
9,71
11,26
11,27
11,39
11,41
11,60
11,69
11,70
11,71
12,13
12,14
12,15
12,16
12,17
12,18
12,19
13,20
13,21
13,22
13,23
13,24
13,25
13,26
13,27
13,28
13,29
13,30
13,31
13,32
13,33
13,34
13,35
13,36
14,30
14,31
15,20
15,21
15,22
15,23
15,24
15,25
15,26
15,27
15,28
15,29
15,30
15,31
15,32
15,33
15,34
15,35
15,36
15,37
15,38
15,39
15,40
15,41
15,42
15,43
15,44
16,20
16,21
16,28
16,29
16,30
16,31
16,32
16,34
16,35
16,36
16,43
16,44
17,20
17,21
17,30
17,31
17,32
17,34
17,36
17,37
17,38
17,39
17,40
17,41
17,42
17,43
17,44
19,30
19,31
19,32
19,36
19,63
19,64
19,86
19,91
19,92
20,48
20,49
20,50
20,51
20,52
21,49
22,56
22,62
23,55
23,89
24,55
24,89
25,64
25,67
26,45
26,46
26,47
26,69
26,72
26,73
27,72
28,36
29,36
32,94
33,45
33,47
34,93
34,94
34,109
34,110
34,111
34,112
35,36
35,92
36,43
36,65
36,86
36,93
36,99
36,102
36,103
36,104
36,108
36,116
36,117
36,118
36,119
37,56
37,62
38,55
38,89
39,72
39,73
40,64
40,67
41,69
42,45
42,47
43,92
45,61
45,63
45,69
45,74
45,75
46,61
46,63
46,69
46,74
46,75
47,61
47,63
47,69
47,74
47,75
49,53
49,54
49,55
50,56
53,56
53,62
53,83
53,84
53,85
54,62
54,83
54,85
55,88
56,58
56,78
56,79
56,81
56,82
57,58
57,59
57,60
58,61
58,62
58,63
58,64
58,65
58,66
58,67
59,61
59,63
59,66
59,68
60,66
60,72
60,73
62,81
62,82
64,95
64,96
64,97
64,98
66,93
67,78
67,80
67,93
67,95
67,96
67,97
67,111
68,90
69,72
69,73
70,113
70,114
71,113
74,113
75,113
78,79
78,80
79,79
79,82
79,83
79,84
80,80
80,95
80,123
80,124
80,125
83,84
84,84
84,85
86,87
88,89
89,94
91,93
92,93
94,97
94,98
95,115
97,123
97,125
97,126
98,123
98,126
99,100
99,101
99,102
99,103
102,103
102,105
103,104
104,105
106,107
106,108
120,121
120,122
123,125
125,125
125,126
