1,2
2,3
2,4
2,5
2,6
2,7
3,8
3,9
3,10
4,16
4,17
4,18
5,46
5,47
5,48
6,9
6,10
6,38
7,16
7,17
7,18
9,30
9,32
9,33
9,34
9,35
9,36
9,37
10,31
10,32
10,33
10,35
10,36
10,37
10,61
10,62
11,12
11,13
12,14
12,15
13,14
13,15
13,41
13,63
13,64
13,65
13,66
13,67
16,32
16,33
16,40
16,41
16,42
16,43
16,44
16,45
17,32
17,33
17,40
17,41
17,44
17,45
18,32
18,33
18,40
18,41
18,42
18,43
18,44
18,45
19,20
19,21
19,22
19,23
19,24
21,25
21,26
21,27
21,28
22,29
26,29
26,54
26,55
26,56
26,57
27,54
27,56
27,57
28,58
28,59
28,60
29,47
29,48
29,51
29,52
29,53
30,31
31,34
31,38
31,39
32,33
32,38
32,39
33,35
33,38
33,39
34,68
36,86
37,86
38,61
38,62
39,62
44,86
45,86
47,48
47,49
47,50
48,48
48,52
48,54
48,55
49,50
49,68
49,72
49,73
49,74
49,75
49,84
50,50
50,72
50,94
50,95
50,96
51,56
52,56
53,56
54,55
55,55
55,57
63,67
64,68
64,69
64,70
65,71
66,72
66,73
66,74
66,75
66,76
67,68
67,69
67,70
67,77
67,79
67,80
67,88
67,89
67,90
67,91
67,92
67,93
68,81
71,75
71,76
71,81
72,87
75,94
75,96
75,97
76,94
76,97
77,78
77,79
78,80
79,80
81,82
81,83
81,84
81,85
94,96
96,96
96,97
