1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
3,15
3,21
3,22
4,15
4,19
4,23
4,23
5,14
5,15
5,16
5,17
5,18
5,19
5,22
5,23
5,24
5,25
5,26
5,28
6,14
6,15
6,16
6,18
6,22
6,25
7,14
7,15
7,16
7,19
7,23
7,26
8,14
8,15
8,17
8,19
8,23
8,24
8,26
8,28
8,31
8,32
8,33
9,15
9,16
9,19
9,23
9,24
9,25
9,26
9,27
9,31
9,32
9,33
10,15
10,18
10,19
10,23
10,24
10,25
10,26
10,28
11,14
11,15
11,16
11,18
11,19
11,23
11,24
11,25
11,26
11,29
11,31
11,32
12,15
12,16
12,22
12,23
12,24
12,25
12,31
13,14
13,15
13,16
13,17
13,18
13,19
13,22
13,23
13,24
13,25
13,26
13,27
13,28
13,29
13,32
14,15
14,18
14,19
14,20
14,24
15,17
15,19
15,22
15,23
15,24
15,25
15,26
15,27
15,28
15,29
15,30
15,31
19,22
19,25
22,25
23,24
23,26
23,28
23,29
23,30
23,31
23,32
23,33
24,30
24,32
30,31
30,33
