1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
2,11
2,13
3,11
3,13
3,13
3,14
4,11
4,13
4,14
4,15
4,16
4,17
4,18
4,19
4,20
4,21
4,22
4,23
4,24
4,25
4,26
4,26
4,27
4,28
4,29
4,30
4,31
4,32
4,33
4,34
5,6
5,9
5,11
5,12
5,13
5,14
5,26
5,27
5,35
5,36
5,37
6,9
6,9
6,11
6,13
6,14
6,38
6,39
6,40
6,41
6,42
6,42
6,43
6,43
6,44
6,45
6,46
6,46
6,47
6,47
6,48
6,49
6,49
6,50
6,51
6,52
6,53
7,11
7,13
7,14
7,20
7,32
7,54
7,55
7,56
7,57
8,13
8,14
9,11
9,13
9,14
9,19
9,58
9,59
9,60
9,61
9,62
9,63
9,64
9,65
9,66
9,67
9,68
9,69
9,70
9,70
9,71
10,11
10,13
10,14
10,72
10,73
10,74
10,75
10,76
10,77
10,78
10,79
10,80
10,81
10,82
10,83
10,84
10,85
10,86
10,87
10,88
10,89
10,90
10,91
10,92
10,93
10,94
10,95
10,96
10,97
10,98
10,99
10,100
10,101
10,102
10,103
10,104
10,105
10,106
10,107
10,108
10,109
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,29
11,30
11,31
11,54
11,55
11,55
11,57
11,61
11,93
12,128
12,187
12,188
12,189
14,110
14,111
15,21
15,21
15,26
15,54
15,111
15,112
15,113
16,26
16,114
16,115
16,116
16,117
16,118
16,119
16,120
16,121
16,122
16,123
16,124
17,26
17,114
17,116
17,120
17,125
17,126
17,127
18,26
18,128
19,26
19,39
19,128
19,129
19,130
19,131
20,121
20,122
20,132
20,133
20,134
21,23
21,129
21,135
21,136
21,137
21,138
21,139
21,140
21,141
21,142
21,143
22,144
26,145
26,146
26,147
26,148
26,149
26,150
26,151
26,152
26,153
26,154
26,155
27,57
31,156
32,157
32,158
32,159
32,160
32,161
32,162
32,163
33,57
33,164
34,165
34,166
34,167
34,168
34,169
34,170
34,171
34,172
34,173
34,174
34,175
34,176
34,177
34,178
34,179
34,180
34,181
34,182
34,183
34,184
34,185
34,186
42,69
51,69
52,69
54,190
54,191
54,192
54,193
55,163
55,163
55,194
55,195
55,196
55,197
55,198
56,199
56,200
56,201
56,202
56,203
56,204
56,205
56,206
56,207
56,208
61,65
61,209
61,210
61,211
61,212
63,69
65,69
69,90
69,209
69,212
69,213
69,214
69,215
69,216
69,217
69,218
69,219
69,220
69,221
69,222
69,223
69,224
69,225
69,226
69,227
69,228
69,229
69,230
69,231
69,232
69,233
69,234
69,235
69,236
69,237
69,238
69,239
93,240
93,241
93,242
93,243
93,244
