1,2
1,2
1,3
1,3
1,3
1,3
1,4
1,5
1,5
1,5
1,5
1,5
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,7
1,8
1,9
1,9
1,9
1,10
1,11
1,11
1,12
1,13
1,14
1,15
1,16
2,17
2,18
3,19
3,20
3,21
3,22
5,27
5,28
5,28
5,29
5,30
6,39
6,40
6,41
6,42
6,43
6,43
6,44
6,44
6,45
6,46
6,47
8,61
9,62
9,63
9,63
11,73
11,74
12,88
13,118
15,129
16,130
19,23
21,116
24,25
25,26
28,90
31,32
31,32
31,32
31,32
31,32
31,32
32,33
32,34
32,35
32,36
32,37
32,38
39,48
41,68
42,76
43,77
43,78
44,94
44,95
45,124
46,127
49,50
49,50
49,50
49,50
49,50
49,51
49,52
49,52
49,53
49,54
49,55
50,56
50,56
50,57
50,57
50,58
52,86
52,87
53,93
55,119
56,59
56,60
57,110
57,111
58,126
62,64
63,91
63,92
65,66
66,67
69,70
70,71
71,72
73,75
79,80
81,82
81,82
81,82
81,82
82,83
82,84
82,85
88,89
92,120
96,97
96,97
96,98
97,99
97,99
98,121
99,100
99,101
102,103
102,104
102,105
102,106
105,112
106,132
107,108
107,109
113,114
113,115
115,117
122,123
124,125
127,128
130,131
