1,2
2,3
2,4
2,5
2,6
2,7
3,8
3,9
3,10
3,11
4,18
4,19
4,20
5,10
5,55
5,56
5,57
5,58
6,9
6,11
6,49
7,18
7,19
7,20
9,32
9,41
9,44
9,45
9,46
9,47
9,48
11,35
11,44
11,45
11,46
11,47
11,48
11,76
11,77
12,13
12,14
12,15
13,16
13,17
15,16
15,17
15,38
15,39
15,67
15,69
15,78
15,79
15,80
18,36
18,38
18,44
18,45
18,51
18,52
18,53
18,54
19,36
19,38
19,44
19,45
19,53
19,54
20,36
20,38
20,44
20,45
20,51
20,52
20,53
20,54
21,22
21,23
21,24
21,25
21,26
23,27
23,28
23,29
23,30
24,31
28,31
28,37
28,64
28,65
28,66
29,37
29,64
29,66
30,70
30,71
30,72
30,73
31,33
31,57
31,58
31,60
31,61
31,62
31,63
32,33
32,34
32,35
33,36
33,37
33,38
33,39
33,40
33,41
33,42
34,36
34,38
34,41
34,43
35,41
35,49
35,50
37,60
37,61
37,62
37,63
39,85
39,86
39,87
39,88
39,89
39,90
40,69
41,81
42,57
42,59
42,81
42,85
42,86
42,87
42,88
42,89
42,104
43,75
44,45
44,49
44,50
45,46
45,49
45,50
47,106
47,107
48,106
49,76
49,77
50,77
53,106
54,106
57,58
57,59
58,58
58,62
58,64
58,65
59,59
59,85
59,118
59,119
59,120
64,65
65,65
65,66
67,68
67,69
69,81
69,82
69,83
69,91
69,94
69,95
69,96
69,100
69,109
69,110
69,111
69,112
69,113
69,114
70,74
71,74
72,74
73,74
74,84
78,81
79,81
79,82
79,83
80,84
81,101
84,89
84,90
84,101
85,108
89,118
89,120
89,121
90,118
90,121
91,92
91,93
91,94
91,95
94,95
94,97
95,96
96,97
98,99
98,100
101,102
101,103
101,104
101,105
115,116
115,117
118,120
120,120
120,121
