1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
2,4
2,6
2,7
2,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
2,22
2,23
2,24
2,25
2,26
2,27
2,28
2,29
2,30
2,31
4,6
4,7
4,9
4,10
4,11
4,12
4,13
4,14
4,15
5,8
6,9
7,9
7,10
9,10
10,11
11,11
11,12
11,13
11,14
11,15
11,16
11,17
11,18
11,19
11,20
11,21
11,22
11,23
11,24
11,25
11,26
11,27
11,28
11,29
11,30
11,31
11,32
11,33
11,34
12,13
13,14
14,15
15,16
15,17
15,18
15,19
15,20
15,21
15,22
15,23
15,24
15,25
15,26
15,27
15,28
15,29
15,30
15,31
15,32
15,33
15,34
15,35
15,36
15,37
15,38
16,17
17,18
17,19
17,20
17,21
17,22
17,23
17,24
18,19
19,20
19,21
19,22
19,23
20,21
21,22
22,23
23,24
24,25
25,26
25,27
25,28
25,29
25,30
25,31
25,32
25,33
25,34
25,35
25,36
26,27
27,28
27,29
27,30
27,31
27,32
27,33
28,29
29,30
29,31
29,32
29,33
30,31
31,32
32,33
33,34
34,35
35,36
36,37
37,38
