1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
3,5
3,7
3,10
3,11
3,12
3,13
3,14
3,15
3,16
3,17
3,18
3,19
3,20
3,21
3,22
3,23
3,24
3,25
3,26
3,27
3,28
3,29
3,30
3,31
4,12
4,13
4,14
4,16
4,18
4,19
4,20
5,12
5,15
5,20
6,12
6,13
6,17
6,18
6,20
6,21
7,11
7,12
7,14
7,15
7,16
7,17
7,18
7,20
7,21
7,22
7,25
8,21
9,10
10,22
11,23
11,23
12,21
12,22
12,23
12,24
12,25
12,26
12,28
13,21
13,22
13,25
14,21
14,23
14,26
15,21
15,23
15,24
15,26
15,28
15,31
15,32
15,33
16,23
16,24
16,25
16,26
16,27
16,31
16,32
16,33
17,23
17,24
17,25
17,26
17,28
18,21
18,23
18,24
18,25
18,26
18,29
18,31
18,32
19,22
19,23
19,24
19,25
19,31
20,21
20,22
20,23
20,24
20,25
20,26
20,27
20,28
20,29
20,32
21,24
22,25
23,24
23,26
23,28
23,29
23,30
23,31
23,32
23,33
24,30
24,32
30,31
30,33
